"dataset","cycle","position","logical","candidate","originalIndex","type","oracleCorrectPosition","neighbors","structuralReasons","prefixFeasible","minAdditionalInPrefix","feasibleV2WindowIgnoringBeamBudget","windowProof","interpretation"
"007","3","2","B2","BOTTOM:353","353","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-62},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-62},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-54}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:391","391","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-100},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-100},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-92}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:405","405","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-114},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-114},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-106}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:426","426","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-135},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-135},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-127}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:438","438","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-147},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-147},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-139}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:445","445","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-154},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-154},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-146}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:450","450","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-159},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-159},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-151}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:480","480","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-189},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-189},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-181}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:500","500","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-209},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-209},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-201}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:511","511","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-220},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-220},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-212}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:529","529","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-238},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-238},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-230}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:530","530","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-239},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-239},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-231}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","2","B2","BOTTOM:564","564","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-273},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-273},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-265}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","2","B2","BOTTOM:585","585","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-294},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-294},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-286}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","2","B2","BOTTOM:595","595","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-304},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-304},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-296}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","2","B2","BOTTOM:609","609","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-318},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-318},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-310}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","2","B2","BOTTOM:611","611","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-320},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-320},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-312}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","2","B2","BOTTOM:641","641","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-350},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-350},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-342}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:170","170","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-58},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-58}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:179","179","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-49},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-49}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:195","195","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-33},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-33}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:199","199","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-29},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-29}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:222","222","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[2,3],""gap"":-6},{""rule"":""MIN_PHASE_8"",""positions"":[2,3],""gap"":-6}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:317","317","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-18},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-18}]","true","2","true","{""start"":3,""end"":5,""additional"":2,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:317"",""BOTTOM:346"",""TOP:365"",""BOTTOM:391"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:333","333","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-34},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-34}]","true","2","true","{""start"":3,""end"":5,""additional"":2,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:333"",""BOTTOM:346"",""TOP:365"",""BOTTOM:391"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:345","345","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-46},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-46}]","true","3","true","{""start"":3,""end"":6,""additional"":3,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:345"",""BOTTOM:353"",""TOP:365"",""BOTTOM:405"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:365","365","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-66},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-66}]","true","3","true","{""start"":3,""end"":6,""additional"":3,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:365"",""BOTTOM:391"",""TOP:411"",""BOTTOM:438"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:379","379","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-80},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-80}]","true","3","true","{""start"":3,""end"":6,""additional"":3,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:379"",""BOTTOM:391"",""TOP:411"",""BOTTOM:438"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:383","383","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-84},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-84}]","true","3","true","{""start"":3,""end"":6,""additional"":3,""chain"":[""BOTTOM:169"",""TOP:195"",""BOTTOM:228"",""TOP:383"",""BOTTOM:391"",""TOP:411"",""BOTTOM:438"",""TOP:467"",""BOTTOM:500"",""TOP:509"",""BOTTOM:564""]}","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:411","411","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-112},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-112}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:421","421","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-122},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-122}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:436","436","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-137},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-137}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:467","467","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-168},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-168}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:474","474","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-175},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-175}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:509","509","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-210},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-210}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:524","524","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-225},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-225}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:535","535","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-236},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-236}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:555","555","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-256},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-256}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:558","558","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-259},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-259}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:583","583","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-284},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-284}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","3","3","T2","TOP:594","594","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-295},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-295}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:605","605","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-306},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-306}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","3","T2","TOP:640","640","TOP","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-341},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-341}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","3","4","B3","BOTTOM:169","169","BOTTOM","false","[{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":5,""logical"":""T3"",""type"":""TOP"",""index"":333},{""position"":6,""logical"":""B4"",""type"":""BOTTOM"",""index"":391}]","[{""rule"":""ORDER"",""positions"":[3,4],""gap"":-122},{""rule"":""MIN_PHASE_8"",""positions"":[3,4],""gap"":-122},{""rule"":""MIN_REP_45"",""positions"":[2,4],""gap"":-59}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
