"dataset","candidate","position","system","cycle","evaluated","prefixOpen","directValid","roles","score","rank","promotedThisCycle","repairs","repairPartners"
"010","B185","0","A","1","true","true","true","Repair","1.1259092266740436","10","false","null",""
"010","B185","0","A","2","true","true","true","Repair","1.1259092266740436","10","false","null",""
"010","B185","0","A","3","true","true","true","Repair","0.9482494115470609","8","false","null",""
"010","B185","0","A","4","true","true","true","Repair","0.3689677409255544","12","false","null",""
"010","B185","0","A","5","true","true","true","Repair","-0.375092251415053","20","false","null",""
"010","B185","0","C","1","true","true","true","Repair","1.1259092266740436","10","false","null",""
"010","B185","0","C","2","true","true","true","Repair","0.9014656715498696","9","false","null",""
"010","B185","0","C","3","true","true","true","Repair","-0.2897445372196178","12","false","null",""
"010","B185","0","C","4","true","true","true","Repair","-0.07001419090931607","12","false","null",""
"010","B186","0","A","1","true","true","true","Repair","1.1303718004368226","9","false","null",""
"010","B186","0","A","2","true","true","true","Repair","1.130371800436823","9","false","null",""
"010","B186","0","A","3","true","true","true","Repair","0.9344213193980165","9","false","null",""
"010","B186","0","A","4","true","true","true","Repair","0.39995869870846196","11","false","null",""
"010","B186","0","A","5","true","true","true","Repair","-0.35960911743870705","18","false","null",""
"010","B186","0","C","1","true","true","true","Repair","1.1303718004368226","9","false","null",""
"010","B186","0","C","2","true","true","true","Repair","0.9113710998163903","8","false","null",""
"010","B186","0","C","3","true","true","true","Repair","0.17531761443129948","7","false","null",""
"010","B186","0","C","4","true","true","true","Repair","0.2746410233951143","7","false","null",""
"010","B187","0","A","1","true","true","true","Repair","1.1229905460240466","11","false","null",""
"010","B187","0","A","2","true","true","true","Repair","1.1229905460240466","11","false","null",""
"010","B187","0","A","3","true","true","true","Repair","0.9141075690608017","10","false","null",""
"010","B187","0","A","4","true","true","true","Repair","0.4266494612638855","10","false","null",""
"010","B187","0","A","5","true","true","true","Repair","-0.02675762544889354","14","false","null",""
"010","B187","0","C","1","true","true","true","Repair","1.1229905460240466","11","false","null",""
"010","B187","0","C","2","true","true","true","Repair","0.8937530967190278","10","false","null",""
"010","B187","0","C","3","true","true","true","Repair","0.17279092174609265","8","false","null",""
"010","B187","0","C","4","true","true","true","Repair","0.1997335681641063","9","false","null",""
"010","B188","0","A","1","true","true","true","Repair","1.101057288200942","14","false","null",""
"010","B188","0","A","2","true","true","true","Repair","1.1010572882009424","14","false","null",""
"010","B188","0","A","3","true","true","true","Repair","0.8713374508890658","11","false","null",""
"010","B188","0","A","4","true","true","true","Repair","0.4274991500628677","9","false","null",""
"010","B188","0","A","5","true","true","true","Repair","0.2530180390504143","11","false","null",""
"010","B188","0","C","1","true","true","true","Repair","1.101057288200942","14","false","null",""
"010","B188","0","C","2","true","true","true","Repair","0.8423474122075114","13","false","null",""
"010","B188","0","C","3","true","true","true","Repair","-0.33550971316264216","13","false","null",""
"010","B188","0","C","4","true","true","true","Repair","-0.4610357863172846","13","false","null",""
"010","B189","0","A","1","true","true","true","Repair","1.093509532144377","15","false","null",""
"010","B189","0","A","2","true","true","true","Repair","1.0935095321443764","15","false","null",""
"010","B189","0","A","3","true","true","true","Repair","0.8527578601189358","12","false","null",""
"010","B189","0","A","4","true","true","true","Repair","0.45653212408299126","8","false","null",""
"010","B189","0","A","5","true","true","true","Repair","0.5249606155916474","6","false","null",""
"010","B189","0","C","1","true","true","true","Repair","1.093509532144377","15","false","null",""
"010","B189","0","C","2","true","true","true","Repair","0.824068357091141","14","false","null",""
"010","B189","0","C","3","true","true","true","Repair","-0.3493805344548187","14","false","null",""
"010","B189","0","C","4","true","true","true","Repair","-0.5368297616028397","14","false","null",""
"010","B190","0","A","1","true","true","true","Repair","1.107574428935552","12","false","null",""
"010","B190","0","A","2","true","true","true","Repair","1.1075744289355514","12","false","null",""
"010","B190","0","A","3","true","true","true","Repair","0.849780863667242","13","false","null",""
"010","B190","0","A","4","true","true","true","Repair","0.49852915659692976","7","false","null",""
"010","B190","0","A","5","true","true","true","Promising+Repair","0.9380088725547004","3","true","null",""
"010","B190","0","C","1","true","true","true","Repair","1.107574428935552","12","false","null",""
"010","B190","0","C","2","true","true","true","Repair","0.8556183699004524","11","false","null",""
"010","B190","0","C","3","true","true","true","Repair","0.4777524388372196","4","false","null",""
"010","B190","0","C","4","true","true","true","Repair","0.1665476463592046","11","false","null",""
"010","B191","0","A","1","true","true","true","Repair","1.103457491272286","13","false","null",""
"010","B191","0","A","2","true","true","true","Repair","1.103457491272285","13","false","null",""
"010","B191","0","A","3","true","true","true","Repair","0.8295403551590363","14","false","null",""
"010","B191","0","A","4","true","true","true","Repair","0.5235057908287595","4","false","null",""
"010","B191","0","A","5","true","true","true","Repair","0.6010079105221078","5","false","null",""
"010","B191","0","C","1","true","true","true","Repair","1.103457491272286","13","false","null",""
"010","B191","0","C","2","true","true","true","Repair","0.8449612649001614","12","false","null",""
"010","B191","0","C","3","true","true","true","Promising+Repair","0.6211433346568376","3","true","null",""
"010","B191","0","C","4","true","true","true","Promising+Repair","0.19144367923781785","10","false","null",""
"010","B192","0","A","1","true","true","true","Repair","1.0576548793886238","17","false","null",""
"010","B192","0","A","2","true","true","true","Repair","1.057654879388624","17","false","null",""
"010","B192","0","A","3","true","true","true","Repair","0.7738969406713193","15","false","null",""
"010","B192","0","A","4","true","true","true","Repair","0.5155376899927389","6","false","null",""
"010","B192","0","A","5","true","true","true","Repair","0.49396806054265086","7","false","null",""
"010","B192","0","C","1","true","true","true","Repair","1.0576548793886238","17","false","null",""
"010","B192","0","C","2","true","true","true","Repair","0.737743427555487","16","false","null",""
"010","B192","0","C","3","true","true","true","Repair","-0.8266201362333296","16","false","null",""
"010","B192","0","C","4","true","true","true","Repair","-1.3175283638477089","16","false","null",""
"010","B193","0","A","1","true","true","true","Repair","1.0461349918883127","18","false","null",""
"010","B193","0","A","2","true","true","true","Repair","1.0461349918883123","18","false","null",""
"010","B193","0","A","3","true","true","true","Repair","0.7386807900415399","17","false","null",""
"010","B193","0","A","4","true","true","true","Repair","0.5219858210587123","5","false","null",""
"010","B193","0","A","5","true","true","true","Repair","0.2840968314847388","10","false","null",""
"010","B193","0","C","1","true","true","true","Repair","1.0461349918883127","18","false","null",""
"010","B193","0","C","2","true","true","true","Repair","0.7096442020383017","17","false","null",""
"010","B193","0","C","3","true","true","true","Repair","-0.9201290180136241","17","false","null",""
"010","B193","0","C","4","true","true","true","Repair","-1.6104127654401872","17","false","null",""
"010","B194","0","A","1","true","true","true","Repair","1.0634499757075757","16","false","null",""
"010","B194","0","A","2","true","true","true","Repair","1.063449975707575","16","false","null",""
"010","B194","0","A","3","true","true","true","Repair","0.7417360201430575","16","false","null",""
"010","B194","0","A","4","true","true","true","Promising+Repair","0.5704267686477377","3","true","null",""
"010","B194","0","A","5","true","true","true","Promising+Repair","0.6355677005960008","4","false","null",""
"010","B194","0","C","1","true","true","true","Repair","1.0634499757075757","16","false","null",""
"010","B194","0","C","2","true","true","true","Repair","0.7480419080900138","15","false","null",""
"010","B194","0","C","3","true","true","true","Repair","0.023945017251211495","11","false","null",""
"010","B194","0","C","4","true","true","true","Repair","-0.7777175268740159","15","false","null",""
"010","T221","1","A","1","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T221","1","A","2","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T221","1","A","3","true","true","true","Conditional+Repair","-0.03903488067276871","5","false","null",""
"010","T221","1","A","4","true","true","true","Conditional+Repair","-0.32520755823038294","8","false","null",""
"010","T221","1","A","5","true","true","true","Conditional+Repair","0.31418636260109767","5","false","null",""
"010","T221","1","C","1","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T221","1","C","2","true","true","true","Promising+Conditional+Repair","0.12730414746543783","3","true","null",""
"010","T221","1","C","3","true","true","true","Promising+Conditional+Repair","0.1317322458525415","2","true","null",""
"010","T221","1","C","4","true","true","true","Promising+Conditional+Repair","0.538383844015619","3","true","null",""
"010","T222","1","A","1","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T222","1","A","2","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T222","1","A","3","true","true","true","Conditional+Repair","0.36037047116073045","4","false","null",""
"010","T222","1","A","4","true","true","true","Conditional+Repair","0.09866606175883161","4","false","null",""
"010","T222","1","A","5","true","true","true","Promising+Conditional+Repair","0.7376672707156144","2","true","null",""
"010","T222","1","C","1","true","true","false","Conditional","null","null","false","18","0:B177; 0:B178; 0:B179; 0:B180; 0:B181; 0:B182; 0:B183; 0:B184; 0:B185; 0:B186; 0:B187; 0:B188; 0:B189; 0:B190; 0:B191; 0:B192; 0:B193; 0:B194"
"010","T222","1","C","2","true","true","true","Promising+Conditional+Repair","0.5915898617511521","2","true","null",""
"010","T222","1","C","3","true","true","true","Promising+Conditional+Repair","0.5915898617511519","1","true","null",""
"010","T222","1","C","4","true","true","true","Promising+Conditional+Repair","1.0093224889220946","1","true","null",""
"010","B269","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B269","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B269","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B269","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B269","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B269","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B269","2","C","2","true","true","true","Conditional","0.7690579319016108","7","false","null",""
"010","B269","2","C","3","true","true","true","Conditional","0.7293139917823522","6","false","null",""
"010","B269","2","C","4","true","true","true","Promising+Conditional","0.7189715755821452","2","true","null",""
"010","B270","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B270","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B270","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B270","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B270","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B270","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B270","2","C","2","true","true","true","Conditional","0.7736452383441282","6","false","null",""
"010","B270","2","C","3","true","true","true","Conditional","0.7087205698731749","8","false","null",""
"010","B270","2","C","4","true","true","true","Promising+Conditional","0.6130418186598701","3","true","null",""
"010","B271","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B271","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B271","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B271","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B271","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B271","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B271","2","C","2","true","true","true","Promising+Conditional","0.931493166644515","1","true","null",""
"010","B271","2","C","3","false","true","null","Active+Promising+Conditional","null","null","false","null",""
"010","B271","2","C","4","false","true","null","Active+Promising+Conditional","null","null","false","null",""
"010","B272","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B272","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B272","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B272","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B272","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B272","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B272","2","C","2","true","true","true","Conditional","0.859822143871762","5","false","null",""
"010","B272","2","C","3","true","true","true","Promising+Conditional","0.7593639251246321","3","true","null",""
"010","B272","2","C","4","true","true","true","Promising+Conditional","0.4324611319369356","4","false","null",""
"010","B273","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B273","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B273","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B273","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B273","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B273","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B273","2","C","2","true","true","true","Promising+Conditional","0.916681870261173","3","true","null",""
"010","B273","2","C","3","true","true","true","Promising+Conditional","0.7892775626071723","1","true","null",""
"010","B273","2","C","4","true","true","true","Promising+Conditional","0.3381686444393021","5","false","null",""
"010","B274","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B274","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B274","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B274","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B274","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B274","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B274","2","C","2","true","true","true","Conditional","0.8849857509840208","4","false","null",""
"010","B274","2","C","3","true","true","true","Conditional","0.7336372375791623","5","false","null",""
"010","B274","2","C","4","true","true","true","Conditional","0.1579597018600345","6","false","null",""
"010","B275","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B275","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B275","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B275","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B275","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B275","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B275","2","C","2","true","true","true","Promising+Conditional","0.922120944179264","2","true","null",""
"010","B275","2","C","3","true","true","true","Promising+Conditional","0.7436057665329607","4","false","null",""
"010","B275","2","C","4","true","true","true","Promising+Conditional","0.03729539545643057","7","false","null",""
"010","B276","2","A","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B276","2","A","2","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B276","2","A","3","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B276","2","A","4","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B276","2","A","5","true","true","false","Conditional","null","null","false","5","1:T204; 1:T221; 1:T222; 1:T233; 1:T243"
"010","B276","2","C","1","true","true","false","Conditional","null","null","false","2","1:T233; 1:T243"
"010","B276","2","C","2","false","true","null","Active+Conditional","null","null","false","null",""
"010","B276","2","C","3","true","true","true","Conditional","0.717339209459598","7","false","null",""
"010","B276","2","C","4","true","true","true","Conditional","-0.12224479345019945","8","false","null",""
"010","T301","3","A","1","false","false","null","","null","null","false","null",""
"010","T301","3","A","2","true","true","false","","null","null","false","0",""
"010","T301","3","A","3","true","true","false","","null","null","false","0",""
"010","T301","3","A","4","true","true","false","","null","null","false","0",""
"010","T301","3","A","5","true","true","false","","null","null","false","0",""
"010","T301","3","C","1","false","false","null","","null","null","false","null",""
"010","T301","3","C","2","true","true","true","Promising+Repair","0.7623400365630716","2","true","null",""
"010","T301","3","C","3","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","T301","3","C","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B348","4","A","1","false","false","null","","null","null","false","null",""
"010","B348","4","A","2","true","true","false","","null","null","false","0",""
"010","B348","4","A","3","true","true","false","","null","null","false","0",""
"010","B348","4","A","4","true","true","false","","null","null","false","0",""
"010","B348","4","A","5","true","true","false","","null","null","false","0",""
"010","B348","4","C","1","false","false","null","","null","null","false","null",""
"010","B348","4","C","2","true","true","false","Conditional","null","null","false","4","3:T291; 3:T301; 3:T316; 3:T325"
"010","B348","4","C","3","true","true","true","Promising+Conditional","0.7730001338148798","2","true","null",""
"010","B348","4","C","4","true","true","true","Promising+Conditional","1.3339414110742147","2","true","null",""
"010","B349","4","A","1","false","false","null","","null","null","false","null",""
"010","B349","4","A","2","true","true","false","","null","null","false","0",""
"010","B349","4","A","3","true","true","false","","null","null","false","0",""
"010","B349","4","A","4","true","true","false","","null","null","false","0",""
"010","B349","4","A","5","true","true","false","","null","null","false","0",""
"010","B349","4","C","1","false","false","null","","null","null","false","null",""
"010","B349","4","C","2","true","true","false","Conditional","null","null","false","5","3:T291; 3:T301; 3:T316; 3:T325; 3:T341"
"010","B349","4","C","3","true","true","true","Promising+Conditional","0.7953501193883865","1","true","null",""
"010","B349","4","C","4","true","true","true","Promising+Conditional","1.43047858022346","1","true","null",""
"010","B350","4","A","1","false","false","null","","null","null","false","null",""
"010","B350","4","A","2","true","true","false","","null","null","false","0",""
"010","B350","4","A","3","true","true","false","","null","null","false","0",""
"010","B350","4","A","4","true","true","false","","null","null","false","0",""
"010","B350","4","A","5","true","true","false","","null","null","false","0",""
"010","B350","4","C","1","false","false","null","","null","null","false","null",""
"010","B350","4","C","2","true","true","false","Conditional","null","null","false","5","3:T291; 3:T301; 3:T316; 3:T325; 3:T341"
"010","B350","4","C","3","false","true","null","Active+Conditional","null","null","false","null",""
"010","B350","4","C","4","false","true","null","Active+Conditional","null","null","false","null",""
"010","T377","5","A","1","false","false","null","","null","null","false","null",""
"010","T377","5","A","2","false","false","null","","null","null","false","null",""
"010","T377","5","A","3","true","true","false","","null","null","false","0",""
"010","T377","5","A","4","true","true","false","","null","null","false","0",""
"010","T377","5","A","5","true","true","false","","null","null","false","0",""
"010","T377","5","C","1","false","false","null","","null","null","false","null",""
"010","T377","5","C","2","false","false","null","","null","null","false","null",""
"010","T377","5","C","3","true","true","true","Promising+Repair","0.8795362805512614","1","true","null",""
"010","T377","5","C","4","true","true","true","Promising+Repair","1.3929847072680126","1","true","null",""
"010","B418","6","A","1","false","false","null","","null","null","false","null",""
"010","B418","6","A","2","false","false","null","","null","null","false","null",""
"010","B418","6","A","3","true","true","false","","null","null","false","0",""
"010","B418","6","A","4","true","true","false","","null","null","false","0",""
"010","B418","6","A","5","true","true","false","","null","null","false","0",""
"010","B418","6","C","1","false","false","null","","null","null","false","null",""
"010","B418","6","C","2","false","false","null","","null","null","false","null",""
"010","B418","6","C","3","true","true","false","Conditional","null","null","false","4","5:T365; 5:T377; 5:T389; 5:T403"
"010","B418","6","C","4","true","true","false","Conditional","null","null","false","4","5:T365; 5:T377; 5:T389; 5:T403"
"010","B419","6","A","1","false","false","null","","null","null","false","null",""
"010","B419","6","A","2","false","false","null","","null","null","false","null",""
"010","B419","6","A","3","true","true","false","","null","null","false","0",""
"010","B419","6","A","4","true","true","false","","null","null","false","0",""
"010","B419","6","A","5","true","true","false","","null","null","false","0",""
"010","B419","6","C","1","false","false","null","","null","null","false","null",""
"010","B419","6","C","2","false","false","null","","null","null","false","null",""
"010","B419","6","C","3","true","true","false","Conditional","null","null","false","4","5:T365; 5:T377; 5:T389; 5:T403"
"010","B419","6","C","4","true","true","false","Conditional","null","null","false","4","5:T365; 5:T377; 5:T389; 5:T403"
"010","T445","7","A","1","false","false","null","","null","null","false","null",""
"010","T445","7","A","2","false","false","null","","null","null","false","null",""
"010","T445","7","A","3","false","false","null","","null","null","false","null",""
"010","T445","7","A","4","true","true","true","Repair","-1.5538505962168876","5","false","null",""
"010","T445","7","A","5","true","true","true","Repair","-1.5423855296785556","5","false","null",""
"010","T445","7","C","1","false","false","null","","null","null","false","null",""
"010","T445","7","C","2","false","false","null","","null","null","false","null",""
"010","T445","7","C","3","false","false","null","","null","null","false","null",""
"010","T445","7","C","4","true","true","false","","null","null","false","0",""
"010","T446","7","A","1","false","false","null","","null","null","false","null",""
"010","T446","7","A","2","false","false","null","","null","null","false","null",""
"010","T446","7","A","3","false","false","null","","null","null","false","null",""
"010","T446","7","A","4","true","true","true","Promising+Repair","0.02339568925837643","3","true","null",""
"010","T446","7","A","5","true","true","true","Promising+Repair","0.040239053190678775","3","true","null",""
"010","T446","7","C","1","false","false","null","","null","null","false","null",""
"010","T446","7","C","2","false","false","null","","null","null","false","null",""
"010","T446","7","C","3","false","false","null","","null","null","false","null",""
"010","T446","7","C","4","true","true","false","","null","null","false","0",""
"010","B487","8","A","1","false","false","null","","null","null","false","null",""
"010","B487","8","A","2","false","false","null","","null","null","false","null",""
"010","B487","8","A","3","false","false","null","","null","null","false","null",""
"010","B487","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B487","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B487","8","C","1","false","false","null","","null","null","false","null",""
"010","B487","8","C","2","false","false","null","","null","null","false","null",""
"010","B487","8","C","3","false","false","null","","null","null","false","null",""
"010","B487","8","C","4","true","true","false","","null","null","false","0",""
"010","B488","8","A","1","false","false","null","","null","null","false","null",""
"010","B488","8","A","2","false","false","null","","null","null","false","null",""
"010","B488","8","A","3","false","false","null","","null","null","false","null",""
"010","B488","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B488","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B488","8","C","1","false","false","null","","null","null","false","null",""
"010","B488","8","C","2","false","false","null","","null","null","false","null",""
"010","B488","8","C","3","false","false","null","","null","null","false","null",""
"010","B488","8","C","4","true","true","false","","null","null","false","0",""
"010","B489","8","A","1","false","false","null","","null","null","false","null",""
"010","B489","8","A","2","false","false","null","","null","null","false","null",""
"010","B489","8","A","3","false","false","null","","null","null","false","null",""
"010","B489","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B489","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B489","8","C","1","false","false","null","","null","null","false","null",""
"010","B489","8","C","2","false","false","null","","null","null","false","null",""
"010","B489","8","C","3","false","false","null","","null","null","false","null",""
"010","B489","8","C","4","true","true","false","","null","null","false","0",""
"010","B490","8","A","1","false","false","null","","null","null","false","null",""
"010","B490","8","A","2","false","false","null","","null","null","false","null",""
"010","B490","8","A","3","false","false","null","","null","null","false","null",""
"010","B490","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B490","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B490","8","C","1","false","false","null","","null","null","false","null",""
"010","B490","8","C","2","false","false","null","","null","null","false","null",""
"010","B490","8","C","3","false","false","null","","null","null","false","null",""
"010","B490","8","C","4","true","true","false","Conditional","null","null","false","3","7:T454; 7:T466; 7:T479"
"010","B491","8","A","1","false","false","null","","null","null","false","null",""
"010","B491","8","A","2","false","false","null","","null","null","false","null",""
"010","B491","8","A","3","false","false","null","","null","null","false","null",""
"010","B491","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B491","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B491","8","C","1","false","false","null","","null","null","false","null",""
"010","B491","8","C","2","false","false","null","","null","null","false","null",""
"010","B491","8","C","3","false","false","null","","null","null","false","null",""
"010","B491","8","C","4","true","true","false","Conditional","null","null","false","3","7:T454; 7:T466; 7:T479"
"010","B492","8","A","1","false","false","null","","null","null","false","null",""
"010","B492","8","A","2","false","false","null","","null","null","false","null",""
"010","B492","8","A","3","false","false","null","","null","null","false","null",""
"010","B492","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B492","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B492","8","C","1","false","false","null","","null","null","false","null",""
"010","B492","8","C","2","false","false","null","","null","null","false","null",""
"010","B492","8","C","3","false","false","null","","null","null","false","null",""
"010","B492","8","C","4","true","true","false","Conditional","null","null","false","3","7:T454; 7:T466; 7:T479"
"010","B493","8","A","1","false","false","null","","null","null","false","null",""
"010","B493","8","A","2","false","false","null","","null","null","false","null",""
"010","B493","8","A","3","false","false","null","","null","null","false","null",""
"010","B493","8","A","4","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B493","8","A","5","true","true","false","Conditional","null","null","false","5","7:T445; 7:T446; 7:T454; 7:T466; 7:T479"
"010","B493","8","C","1","false","false","null","","null","null","false","null",""
"010","B493","8","C","2","false","false","null","","null","null","false","null",""
"010","B493","8","C","3","false","false","null","","null","null","false","null",""
"010","B493","8","C","4","true","true","false","Conditional","null","null","false","3","7:T454; 7:T466; 7:T479"
"010","T517","9","A","1","false","false","null","","null","null","false","null",""
"010","T517","9","A","2","false","false","null","","null","null","false","null",""
"010","T517","9","A","3","false","false","null","","null","null","false","null",""
"010","T517","9","A","4","false","false","null","","null","null","false","null",""
"010","T517","9","A","5","true","true","false","","null","null","false","0",""
"010","T517","9","C","1","false","false","null","","null","null","false","null",""
"010","T517","9","C","2","false","false","null","","null","null","false","null",""
"010","T517","9","C","3","false","false","null","","null","null","false","null",""
"010","T517","9","C","4","false","false","null","","null","null","false","null",""
"010","B563","10","A","1","false","false","null","","null","null","false","null",""
"010","B563","10","A","2","false","false","null","","null","null","false","null",""
"010","B563","10","A","3","false","false","null","","null","null","false","null",""
"010","B563","10","A","4","false","false","null","","null","null","false","null",""
"010","B563","10","A","5","true","true","false","","null","null","false","0",""
"010","B563","10","C","1","false","false","null","","null","null","false","null",""
